Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2009930002774,339840,730180,-2.977823,56.459964,Tayside,Serious,2,1,14/08/2009,Friday,10:25,Dundee City,Dundee City,Unclassified,0,Roundabout,30,Roundabout,Give way or uncontrolled,C,253,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930002780,343930,732690,-2.912003,56.483017,Tayside,Slight,2,1,20/08/2009,Thursday,18:25,Dundee City,Dundee City,C,236,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002785,347790,731440,-2.849085,56.472232,Tayside,Slight,1,1,25/08/2009,Tuesday,16:44,Dundee City,Dundee City,A,930,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002787,341380,731770,-2.953194,56.474442,Tayside,Slight,2,2,29/08/2009,Saturday,10:30,Dundee City,Dundee City,C,211,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002791,346310,732350,-2.873294,56.48024,Tayside,Serious,1,1,22/08/2009,Saturday,06:15,Dundee City,Dundee City,A,92,Roundabout,40,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Wet or damp,None,None,Rural,Yes,
2009930002795,344490,732320,-2.902833,56.47976,Tayside,Slight,2,1,22/08/2009,Saturday,20:20,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002877,346090,730770,-2.876538,56.466022,Tayside,Slight,2,2,04/08/2009,Tuesday,15:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,C,235,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930002900,340170,730080,-2.972445,56.459108,Tayside,Slight,1,1,27/08/2009,Thursday,17:20,Dundee City,Dundee City,C,253,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930002901,336770,731360,-3.027918,56.470162,Tayside,Slight,1,1,27/08/2009,Thursday,15:45,Dundee City,Dundee City,C,231,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,232,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002905,338500,731410,-2.999854,56.47084,Tayside,Slight,2,1,28/08/2009,Friday,11:00,Dundee City,Dundee City,C,201,Single carriageway,30,Crossroads,Give way or uncontrolled,C,233,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930002906,342590,732690,-2.933758,56.482855,Tayside,Slight,1,1,01/09/2009,Tuesday,15:50,Dundee City,Dundee City,C,236,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002920,340090,733060,-2.974429,56.485867,Tayside,Slight,3,2,23/08/2009,Sunday,20:40,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930002986,346840,731020,-2.864418,56.468353,Tayside,Slight,2,1,26/08/2009,Wednesday,17:30,Dundee City,Dundee City,A,930,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930002988,338420,731970,-3.001285,56.47586,Tayside,Slight,2,1,28/08/2009,Friday,19:45,Dundee City,Dundee City,C,252,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002989,338590,730030,-2.998068,56.458456,Tayside,Slight,2,1,29/08/2009,Saturday,19:15,Dundee City,Dundee City,C,234,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002992,343150,731680,-2.924446,56.47385,Tayside,Slight,2,1,01/09/2009,Tuesday,08:35,Dundee City,Dundee City,A,92,Roundabout,30,Roundabout,Give way or uncontrolled,C,223,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2009930002994,342290,733530,-2.938814,56.490364,Tayside,Slight,3,1,01/09/2009,Tuesday,01:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930002995,335960,732250,-3.041282,56.478047,Tayside,Fatal,2,1,01/09/2009,Tuesday,12:20,Dundee City,Dundee City,C,253,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003000,343300,731090,-2.921883,56.468569,Tayside,Slight,3,2,03/09/2009,Thursday,14:30,Dundee City,Dundee City,A,930,Dual carriageway,40,Roundabout,Give way or uncontrolled,C,223,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930003001,338950,730680,-2.99238,56.464341,Tayside,Serious,1,1,06/09/2009,Sunday,11:35,Dundee City,Dundee City,A,923,Single carriageway,30,T or staggered junction,Auto traffic signal,C,245,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003029,342900,732120,-2.9286,56.477773,Tayside,Slight,1,1,15/09/2009,Tuesday,21:00,Dundee City,Dundee City,C,200,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003106,338410,732770,-3.001636,56.483045,Tayside,Slight,2,1,21/08/2009,Friday,16:40,Dundee City,Dundee City,C,202,Roundabout,30,Roundabout,Give way or uncontrolled,A,90,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930003130,343090,731670,-2.925417,56.473753,Tayside,Slight,2,1,07/09/2009,Monday,14:17,Dundee City,Dundee City,A,92,Roundabout,30,Roundabout,Give way or uncontrolled,A,92,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003140,339580,732200,-2.98251,56.478077,Tayside,Slight,2,1,15/09/2009,Tuesday,20:30,Dundee City,Dundee City,C,244,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930003143,345660,731610,-2.883691,56.473518,Tayside,Slight,1,1,18/09/2009,Friday,15:00,Dundee City,Dundee City,B,978,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003144,340580,731650,-2.966152,56.473263,Tayside,Slight,2,1,21/09/2009,Monday,19:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003145,336500,732210,-3.032507,56.477761,Tayside,Slight,2,2,22/09/2009,Tuesday,16:00,Dundee City,Dundee City,C,253,One way street,40,T or staggered junction,Give way or uncontrolled,A,90,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003178,339450,732190,-2.984617,56.47797,Tayside,Serious,2,1,19/09/2009,Saturday,22:00,Dundee City,Dundee City,C,244,Single carriageway,30,Crossroads,Give way or uncontrolled,B,960,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003222,342860,732120,-2.929249,56.477768,Tayside,Slight,2,1,22/09/2009,Tuesday,08:45,Dundee City,Dundee City,C,200,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003223,340470,730400,-2.967651,56.462021,Tayside,Slight,1,1,23/09/2009,Wednesday,17:29,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003233,341160,731570,-2.95672,56.472618,Tayside,Slight,1,1,13/08/2009,Thursday,15:40,Dundee City,Dundee City,C,211,Single carriageway,30,T or staggered junction,Give way or uncontrolled,A,90,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003245,342170,732210,-2.940469,56.478492,Tayside,Slight,1,1,26/09/2009,Saturday,09:50,Dundee City,Dundee City,A,972,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003259,338940,731590,-2.992755,56.472514,Tayside,Slight,1,1,05/10/2009,Monday,19:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003263,335420,731670,-3.049904,56.472763,Tayside,Serious,2,1,07/06/2009,Sunday,08:10,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
2009930003285,339750,730510,-2.979359,56.462917,Tayside,Slight,2,1,09/09/2009,Wednesday,08:45,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2009930003286,339320,733350,-2.986998,56.488373,Tayside,Serious,1,1,18/09/2009,Friday,17:40,Dundee City,Dundee City,C,216,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003290,340580,731790,-2.966184,56.474521,Tayside,Slight,1,1,09/10/2009,Friday,09:55,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930003317,340090,730650,-2.973874,56.464218,Tayside,Slight,2,1,17/09/2009,Thursday,12:00,Dundee City,Dundee City,Unclassified,0,Dual carriageway,40,Roundabout,Give way or uncontrolled,A,929,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003319,343400,731730,-2.920399,56.47433,Tayside,Slight,4,1,11/10/2009,Sunday,14:15,Dundee City,Dundee City,A,92,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003320,339930,731040,-2.976561,56.467701,Tayside,Slight,2,1,13/10/2009,Tuesday,08:45,Dundee City,Dundee City,C,245,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003329,337470,732040,-3.016721,56.476364,Tayside,Slight,2,1,15/10/2009,Thursday,10:50,Dundee City,Dundee City,A,923,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003345,339540,730610,-2.98279,56.463789,Tayside,Slight,2,1,02/10/2009,Friday,15:40,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930003346,340870,731020,-2.961302,56.467641,Tayside,Slight,3,2,03/09/2009,Thursday,17:25,Dundee City,Dundee City,B,959,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930003351,337240,732790,-3.020635,56.48307,Tayside,Serious,1,1,20/10/2009,Tuesday,15:50,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Roundabout,Give way or uncontrolled,A,923,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003354,339080,730590,-2.990249,56.46355,Tayside,Serious,1,1,18/09/2009,Friday,12:40,Dundee City,Dundee City,A,923,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003355,344410,731800,-2.90402,56.475079,Tayside,Slight,4,1,01/10/2009,Thursday,09:05,Dundee City,Dundee City,A,92,Single carriageway,40,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930003357,338300,732930,-3.00346,56.484468,Tayside,Slight,1,1,12/10/2009,Monday,13:40,Dundee City,Dundee City,C,218,Single carriageway,20,T or staggered junction,Auto traffic signal,C,202,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2009930003358,341820,733360,-2.946408,56.488779,Tayside,Slight,2,1,13/10/2009,Tuesday,16:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
